image_id,class,xmin,ymin,xmax,ymax,image_id_str,box_area,path,width,height,x1n,y1n,x2n,y2n
645,articulated_truck,326,136,638,339,00000645,63336,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000645.jpg,720,480,0.4527777777777778,0.2833333333333333,0.8861111111111111,0.70625
646,car,25,304,221,433,00000646,25284,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000646.jpg,720,480,0.034722222222222224,0.6333333333333333,0.30694444444444446,0.9020833333333333
647,car,226,252,283,338,00000647,4902,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000647.jpg,720,480,0.3138888888888889,0.525,0.39305555555555555,0.7041666666666667
648,car,195,241,525,386,00000648,47850,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000648.jpg,720,480,0.2708333333333333,0.5020833333333333,0.7291666666666666,0.8041666666666667
649,car,292,70,498,163,00000649,19158,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000649.jpg,720,480,0.40555555555555556,0.14583333333333334,0.6916666666666667,0.33958333333333335
650,car,334,269,471,428,00000650,21783,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000650.jpg,720,480,0.4638888888888889,0.5604166666666667,0.6541666666666667,0.8916666666666667
651,car,251,49,390,110,00000651,8479,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000651.jpg,720,480,0.3486111111111111,0.10208333333333333,0.5416666666666666,0.22916666666666666
652,motorized_vehicle,396,127,603,288,00000652,33327,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000652.jpg,720,480,0.55,0.26458333333333334,0.8375,0.6
653,articulated_truck,212,173,673,412,00000653,110179,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000653.jpg,720,480,0.29444444444444445,0.36041666666666666,0.9347222222222222,0.8583333333333333
654,car,3,233,188,347,00000654,21090,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000654.jpg,720,480,0.004166666666666667,0.48541666666666666,0.2611111111111111,0.7229166666666667
655,car,512,237,685,323,00000655,14878,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000655.jpg,720,480,0.7111111111111111,0.49375,0.9513888888888888,0.6729166666666667
656,pickup_truck,1,250,175,385,00000656,23490,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000656.jpg,720,480,0.001388888888888889,0.5208333333333334,0.24305555555555555,0.8020833333333334
657,car,301,190,401,247,00000657,5700,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000657.jpg,720,480,0.41805555555555557,0.3958333333333333,0.5569444444444445,0.5145833333333333
658,pickup_truck,104,70,221,120,00000658,5850,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000658.jpg,342,228,0.30409356725146197,0.30701754385964913,0.6461988304093568,0.5263157894736842
659,car,479,98,588,138,00000659,4360,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000659.jpg,720,480,0.6652777777777777,0.20416666666666666,0.8166666666666667,0.2875
660,pickup_truck,189,317,499,443,00000660,39060,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000660.jpg,720,480,0.2625,0.6604166666666667,0.6930555555555555,0.9229166666666667
661,car,345,211,657,478,00000661,83304,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000661.jpg,720,480,0.4791666666666667,0.4395833333333333,0.9125,0.9958333333333333
662,articulated_truck,100,25,274,91,00000662,11484,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000662.jpg,342,228,0.29239766081871343,0.10964912280701754,0.8011695906432749,0.3991228070175439
663,car,451,223,533,331,00000663,8856,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000663.jpg,720,480,0.6263888888888889,0.46458333333333335,0.7402777777777778,0.6895833333333333
664,pickup_truck,650,177,711,268,00000664,5551,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000664.jpg,720,480,0.9027777777777778,0.36875,0.9875,0.5583333333333333
665,bus,259,95,452,254,00000665,30687,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000665.jpg,720,480,0.3597222222222222,0.19791666666666666,0.6277777777777778,0.5291666666666667
666,car,379,197,480,260,00000666,6363,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000666.jpg,720,480,0.5263888888888889,0.41041666666666665,0.6666666666666666,0.5416666666666666
667,car,534,165,713,262,00000667,17363,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000667.jpg,720,480,0.7416666666666667,0.34375,0.9902777777777778,0.5458333333333333
668,car,41,258,275,399,00000668,32994,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000668.jpg,720,480,0.05694444444444444,0.5375,0.3819444444444444,0.83125
669,car,479,209,656,300,00000669,16107,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000669.jpg,720,480,0.6652777777777777,0.4354166666666667,0.9111111111111111,0.625
670,bus,465,141,713,478,00000670,83576,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000670.jpg,720,480,0.6458333333333334,0.29375,0.9902777777777778,0.9958333333333333
671,car,179,161,263,210,00000671,4116,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000671.jpg,720,480,0.24861111111111112,0.33541666666666664,0.36527777777777776,0.4375
672,pickup_truck,514,99,595,143,00000672,3564,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000672.jpg,720,480,0.7138888888888889,0.20625,0.8263888888888888,0.29791666666666666
673,work_van,118,83,208,149,00000673,5940,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000673.jpg,342,228,0.34502923976608185,0.36403508771929827,0.6081871345029239,0.6535087719298246
674,pickup_truck,37,163,235,270,00000674,21186,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000674.jpg,720,480,0.05138888888888889,0.33958333333333335,0.3263888888888889,0.5625
675,car,335,252,479,436,00000675,26496,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000675.jpg,720,480,0.4652777777777778,0.525,0.6652777777777777,0.9083333333333333
676,bus,1,176,519,474,00000676,154364,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000676.jpg,720,480,0.001388888888888889,0.36666666666666664,0.7208333333333333,0.9875
677,car,123,320,296,468,00000677,25604,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000677.jpg,720,480,0.17083333333333334,0.6666666666666666,0.4111111111111111,0.975
678,car,535,196,617,266,00000678,5740,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000678.jpg,720,480,0.7430555555555556,0.4083333333333333,0.8569444444444444,0.5541666666666667
679,car,228,99,337,148,00000679,5341,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000679.jpg,342,228,0.6666666666666666,0.4342105263157895,0.9853801169590644,0.6491228070175439
680,car,364,192,594,388,00000680,45080,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000680.jpg,720,480,0.5055555555555555,0.4,0.825,0.8083333333333333
681,car,28,239,316,451,00000681,61056,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000681.jpg,720,480,0.03888888888888889,0.4979166666666667,0.4388888888888889,0.9395833333333333
682,car,185,40,342,114,00000682,11618,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000682.jpg,720,480,0.2569444444444444,0.08333333333333333,0.475,0.2375
683,pickup_truck,149,229,318,332,00000683,17407,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000683.jpg,720,480,0.20694444444444443,0.47708333333333336,0.44166666666666665,0.6916666666666667
684,car,566,88,708,147,00000684,8378,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000684.jpg,720,480,0.7861111111111111,0.18333333333333332,0.9833333333333333,0.30625
685,car,237,267,410,392,00000685,21625,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000685.jpg,720,480,0.32916666666666666,0.55625,0.5694444444444444,0.8166666666666667
686,non-motorized_vehicle,1,208,93,380,00000686,15824,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000686.jpg,720,480,0.001388888888888889,0.43333333333333335,0.12916666666666668,0.7916666666666666
687,car,265,84,376,134,00000687,5550,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000687.jpg,720,480,0.3680555555555556,0.175,0.5222222222222223,0.2791666666666667
688,bus,288,3,710,205,00000688,85244,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000688.jpg,720,480,0.4,0.00625,0.9861111111111112,0.4270833333333333
689,pickup_truck,194,216,351,314,00000689,15386,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000689.jpg,720,480,0.26944444444444443,0.45,0.4875,0.6541666666666667
690,motorized_vehicle,638,266,719,358,00000690,7452,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000690.jpg,720,480,0.8861111111111111,0.5541666666666667,0.9986111111111111,0.7458333333333333
691,car,173,128,263,171,00000691,3870,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000691.jpg,342,228,0.5058479532163743,0.5614035087719298,0.7690058479532164,0.75
692,car,141,47,241,89,00000692,4200,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000692.jpg,342,228,0.41228070175438597,0.20614035087719298,0.7046783625730995,0.39035087719298245
693,car,284,165,337,217,00000693,2756,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000693.jpg,342,228,0.8304093567251462,0.7236842105263158,0.9853801169590644,0.9517543859649122
694,pickup_truck,481,151,714,257,00000694,24698,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000694.jpg,720,480,0.6680555555555555,0.3145833333333333,0.9916666666666667,0.5354166666666667
695,car,246,97,338,148,00000695,4692,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000695.jpg,342,228,0.7192982456140351,0.42543859649122806,0.9883040935672515,0.6491228070175439
696,pickup_truck,351,168,446,222,00000696,5130,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000696.jpg,720,480,0.4875,0.35,0.6194444444444445,0.4625
697,pickup_truck,170,220,289,297,00000697,9163,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000697.jpg,720,480,0.2361111111111111,0.4583333333333333,0.4013888888888889,0.61875
698,car,5,271,240,391,00000698,28200,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000698.jpg,720,480,0.006944444444444444,0.5645833333333333,0.3333333333333333,0.8145833333333333
699,car,93,181,272,302,00000699,21659,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000699.jpg,720,480,0.12916666666666668,0.3770833333333333,0.37777777777777777,0.6291666666666667
700,pickup_truck,475,183,709,386,00000700,47502,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000700.jpg,720,480,0.6597222222222222,0.38125,0.9847222222222223,0.8041666666666667
701,pickup_truck,242,82,340,153,00000701,6958,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000701.jpg,342,228,0.7076023391812866,0.35964912280701755,0.9941520467836257,0.6710526315789473
702,single_unit_truck,152,33,306,122,00000702,13706,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000702.jpg,342,228,0.4444444444444444,0.14473684210526316,0.8947368421052632,0.5350877192982456
703,car,415,298,672,479,00000703,46517,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000703.jpg,720,480,0.5763888888888888,0.6208333333333333,0.9333333333333333,0.9979166666666667
704,car,2,75,126,146,00000704,8804,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000704.jpg,720,480,0.002777777777777778,0.15625,0.175,0.30416666666666664
705,bus,155,92,453,330,00000705,70924,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000705.jpg,720,480,0.2152777777777778,0.19166666666666668,0.6291666666666667,0.6875
706,car,69,60,118,88,00000706,1372,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000706.jpg,342,228,0.20175438596491227,0.2631578947368421,0.34502923976608185,0.38596491228070173
707,car,250,60,327,95,00000707,2695,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000707.jpg,342,228,0.7309941520467836,0.2631578947368421,0.956140350877193,0.4166666666666667
708,single_unit_truck,142,182,262,261,00000708,9480,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000708.jpg,720,480,0.19722222222222222,0.37916666666666665,0.3638888888888889,0.54375
709,car,1,136,96,200,00000709,6080,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000709.jpg,720,480,0.001388888888888889,0.2833333333333333,0.13333333333333333,0.4166666666666667
710,car,124,356,250,477,00000710,15246,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000710.jpg,720,480,0.17222222222222222,0.7416666666666667,0.3472222222222222,0.99375
711,car,46,44,151,94,00000711,5250,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000711.jpg,342,228,0.13450292397660818,0.19298245614035087,0.4415204678362573,0.41228070175438597
712,articulated_truck,423,41,647,240,00000712,44576,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000712.jpg,720,480,0.5875,0.08541666666666667,0.8986111111111111,0.5
713,car,372,355,568,479,00000713,24304,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000713.jpg,720,480,0.5166666666666667,0.7395833333333334,0.7888888888888889,0.9979166666666667
714,pickup_truck,121,39,171,64,00000714,1250,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000714.jpg,342,228,0.3538011695906433,0.17105263157894737,0.5,0.2807017543859649
715,bus,0,104,149,227,00000715,18327,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000715.jpg,342,228,0.0,0.45614035087719296,0.43567251461988304,0.9956140350877193
716,car,264,281,607,478,00000716,67571,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000716.jpg,720,480,0.36666666666666664,0.5854166666666667,0.8430555555555556,0.9958333333333333
717,car,204,67,243,89,00000717,858,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000717.jpg,342,228,0.5964912280701754,0.29385964912280704,0.7105263157894737,0.39035087719298245
718,car,398,263,469,349,00000718,6106,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000718.jpg,720,480,0.5527777777777778,0.5479166666666667,0.6513888888888889,0.7270833333333333
719,pickup_truck,42,57,97,85,00000719,1540,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000719.jpg,342,228,0.12280701754385964,0.25,0.28362573099415206,0.37280701754385964
720,car,133,108,354,210,00000720,22542,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000720.jpg,720,480,0.18472222222222223,0.225,0.49166666666666664,0.4375
721,pickup_truck,527,149,627,220,00000721,7100,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000721.jpg,720,480,0.7319444444444444,0.3104166666666667,0.8708333333333333,0.4583333333333333
722,pickup_truck,185,52,266,89,00000722,2997,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000722.jpg,342,228,0.5409356725146199,0.22807017543859648,0.7777777777777778,0.39035087719298245
723,articulated_truck,5,74,419,283,00000723,86526,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000723.jpg,720,480,0.006944444444444444,0.15416666666666667,0.5819444444444445,0.5895833333333333
724,car,439,147,595,212,00000724,10140,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000724.jpg,720,480,0.6097222222222223,0.30625,0.8263888888888888,0.44166666666666665
725,car,38,314,187,433,00000725,17731,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000725.jpg,720,480,0.05277777777777778,0.6541666666666667,0.25972222222222224,0.9020833333333333
726,car,127,52,220,88,00000726,3348,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000726.jpg,342,228,0.3713450292397661,0.22807017543859648,0.6432748538011696,0.38596491228070173
727,car,0,257,160,388,00000727,20960,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000727.jpg,720,480,0.0,0.5354166666666667,0.2222222222222222,0.8083333333333333
728,pickup_truck,310,193,545,336,00000728,33605,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000728.jpg,720,480,0.4305555555555556,0.40208333333333335,0.7569444444444444,0.7
729,work_van,241,100,338,162,00000729,6014,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000729.jpg,342,228,0.7046783625730995,0.43859649122807015,0.9883040935672515,0.7105263157894737
730,pickup_truck,604,206,715,381,00000730,19425,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000730.jpg,720,480,0.8388888888888889,0.42916666666666664,0.9930555555555556,0.79375
731,car,347,76,546,165,00000731,17711,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000731.jpg,720,480,0.48194444444444445,0.15833333333333333,0.7583333333333333,0.34375
732,bus,233,3,712,311,00000732,147532,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000732.jpg,720,480,0.3236111111111111,0.00625,0.9888888888888889,0.6479166666666667
733,pickup_truck,7,56,92,99,00000733,3655,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000733.jpg,342,228,0.02046783625730994,0.24561403508771928,0.26900584795321636,0.4342105263157895
734,car,476,261,707,392,00000734,30261,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000734.jpg,720,480,0.6611111111111111,0.54375,0.9819444444444444,0.8166666666666667
735,car,115,92,340,237,00000735,32625,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000735.jpg,720,480,0.1597222222222222,0.19166666666666668,0.4722222222222222,0.49375
736,car,250,195,352,261,00000736,6732,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000736.jpg,720,480,0.3472222222222222,0.40625,0.4888888888888889,0.54375
737,pickup_truck,67,163,267,251,00000737,17600,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000737.jpg,720,480,0.09305555555555556,0.33958333333333335,0.37083333333333335,0.5229166666666667
738,motorized_vehicle,0,204,97,377,00000738,16781,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000738.jpg,720,480,0.0,0.425,0.13472222222222222,0.7854166666666667
739,car,377,331,547,479,00000739,25160,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000739.jpg,720,480,0.5236111111111111,0.6895833333333333,0.7597222222222222,0.9979166666666667
740,car,66,55,127,85,00000740,1830,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000740.jpg,342,228,0.19298245614035087,0.2412280701754386,0.3713450292397661,0.37280701754385964
741,work_van,49,56,113,84,00000741,1792,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000741.jpg,342,228,0.14327485380116958,0.24561403508771928,0.3304093567251462,0.3684210526315789
742,car,109,86,219,147,00000742,6710,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000742.jpg,342,228,0.31871345029239767,0.37719298245614036,0.6403508771929824,0.6447368421052632
743,car,223,83,312,124,00000743,3649,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000743.jpg,342,228,0.652046783625731,0.36403508771929827,0.9122807017543859,0.543859649122807
744,car,32,98,153,159,00000744,7381,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000744.jpg,342,228,0.0935672514619883,0.4298245614035088,0.4473684210526316,0.6973684210526315
745,car,556,180,713,265,00000745,13345,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000745.jpg,720,480,0.7722222222222223,0.375,0.9902777777777778,0.5520833333333334
746,car,333,38,442,98,00000746,6540,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000746.jpg,720,480,0.4625,0.07916666666666666,0.6138888888888889,0.20416666666666666
747,pickup_truck,42,50,133,87,00000747,3367,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000747.jpg,342,228,0.12280701754385964,0.21929824561403508,0.3888888888888889,0.3815789473684211
748,car,518,155,683,253,00000748,16170,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000748.jpg,720,480,0.7194444444444444,0.3229166666666667,0.9486111111111111,0.5270833333333333
749,car,61,141,158,190,00000749,4753,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000749.jpg,720,480,0.08472222222222223,0.29375,0.21944444444444444,0.3958333333333333
750,car,134,273,440,479,00000750,63036,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000750.jpg,720,480,0.18611111111111112,0.56875,0.6111111111111112,0.9979166666666667
751,pickup_truck,133,202,232,257,00000751,5445,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000751.jpg,720,480,0.18472222222222223,0.42083333333333334,0.32222222222222224,0.5354166666666667
752,car,243,121,397,180,00000752,9086,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000752.jpg,720,480,0.3375,0.2520833333333333,0.5513888888888889,0.375
753,pickup_truck,172,41,373,136,00000753,19095,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000753.jpg,720,480,0.2388888888888889,0.08541666666666667,0.5180555555555556,0.2833333333333333
754,car,331,238,477,420,00000754,26572,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000754.jpg,720,480,0.4597222222222222,0.49583333333333335,0.6625,0.875
755,car,287,157,418,246,00000755,11659,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000755.jpg,720,480,0.39861111111111114,0.32708333333333334,0.5805555555555556,0.5125
756,car,276,241,445,363,00000756,20618,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000756.jpg,720,480,0.38333333333333336,0.5020833333333333,0.6180555555555556,0.75625
757,car,229,73,307,115,00000757,3276,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000757.jpg,342,228,0.6695906432748538,0.3201754385964912,0.8976608187134503,0.5043859649122807
758,car,60,52,104,77,00000758,1100,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000758.jpg,342,228,0.17543859649122806,0.22807017543859648,0.30409356725146197,0.33771929824561403
759,pickup_truck,501,220,710,347,00000759,26543,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000759.jpg,720,480,0.6958333333333333,0.4583333333333333,0.9861111111111112,0.7229166666666667
760,car,103,359,298,478,00000760,23205,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000760.jpg,720,480,0.14305555555555555,0.7479166666666667,0.41388888888888886,0.9958333333333333
761,car,271,85,338,127,00000761,2814,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000761.jpg,342,228,0.7923976608187134,0.37280701754385964,0.9883040935672515,0.5570175438596491
762,articulated_truck,508,3,633,59,00000762,7000,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000762.jpg,720,480,0.7055555555555556,0.00625,0.8791666666666667,0.12291666666666666
763,car,163,185,337,270,00000763,14790,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000763.jpg,720,480,0.2263888888888889,0.3854166666666667,0.46805555555555556,0.5625
764,car,183,303,409,479,00000764,39776,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000764.jpg,720,480,0.25416666666666665,0.63125,0.5680555555555555,0.9979166666666667
765,car,16,143,190,207,00000765,11136,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000765.jpg,720,480,0.022222222222222223,0.29791666666666666,0.2638888888888889,0.43125
766,pickup_truck,580,88,712,150,00000766,8184,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000766.jpg,720,480,0.8055555555555556,0.18333333333333332,0.9888888888888889,0.3125
767,pickup_truck,206,72,313,124,00000767,5564,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000767.jpg,342,228,0.6023391812865497,0.3157894736842105,0.9152046783625731,0.543859649122807
768,car,311,154,462,228,00000768,11174,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000768.jpg,720,480,0.43194444444444446,0.32083333333333336,0.6416666666666667,0.475
769,car,541,121,713,206,00000769,14620,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000769.jpg,720,480,0.7513888888888889,0.2520833333333333,0.9902777777777778,0.42916666666666664
770,car,526,105,585,143,00000770,2242,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000770.jpg,720,480,0.7305555555555555,0.21875,0.8125,0.29791666666666666
771,bus,123,67,562,217,00000771,65850,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000771.jpg,720,480,0.17083333333333334,0.13958333333333334,0.7805555555555556,0.45208333333333334
772,car,73,227,153,288,00000772,4880,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000772.jpg,720,480,0.10138888888888889,0.47291666666666665,0.2125,0.6
773,car,121,259,351,404,00000773,33350,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000773.jpg,720,480,0.16805555555555557,0.5395833333333333,0.4875,0.8416666666666667
774,car,281,210,381,275,00000774,6500,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000774.jpg,720,480,0.3902777777777778,0.4375,0.5291666666666667,0.5729166666666666
775,pickup_truck,377,208,475,272,00000775,6272,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000775.jpg,720,480,0.5236111111111111,0.43333333333333335,0.6597222222222222,0.5666666666666667
776,pickup_truck,386,170,563,260,00000776,15930,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000776.jpg,720,480,0.5361111111111111,0.3541666666666667,0.7819444444444444,0.5416666666666666
777,car,129,301,193,398,00000777,6208,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000777.jpg,720,480,0.17916666666666667,0.6270833333333333,0.26805555555555555,0.8291666666666667
778,bus,414,65,715,322,00000778,77357,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000778.jpg,720,480,0.575,0.13541666666666666,0.9930555555555556,0.6708333333333333
779,car,109,92,236,148,00000779,7112,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000779.jpg,342,228,0.31871345029239767,0.40350877192982454,0.6900584795321637,0.6491228070175439
780,pickup_truck,562,186,648,223,00000780,3182,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000780.jpg,720,480,0.7805555555555556,0.3875,0.9,0.46458333333333335
781,bus,141,154,371,296,00000781,32660,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000781.jpg,720,480,0.19583333333333333,0.32083333333333336,0.5152777777777777,0.6166666666666667
782,car,76,155,205,220,00000782,8385,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000782.jpg,342,228,0.2222222222222222,0.6798245614035088,0.5994152046783626,0.9649122807017544
783,car,334,250,539,399,00000783,30545,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000783.jpg,720,480,0.4638888888888889,0.5208333333333334,0.7486111111111111,0.83125
784,car,498,163,695,246,00000784,16351,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000784.jpg,720,480,0.6916666666666667,0.33958333333333335,0.9652777777777778,0.5125
785,car,342,156,457,229,00000785,8395,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000785.jpg,720,480,0.475,0.325,0.6347222222222222,0.47708333333333336
786,car,378,202,630,335,00000786,33516,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000786.jpg,720,480,0.525,0.42083333333333334,0.875,0.6979166666666666
